Time, Latitude, Longitude, Dust(ug/m3), Humidity, Temp (C)
26/10/2016 18:48:41,69.682121,18.978985,-88.98,21.00,20.00
26/10/2016 18:48:44,69.682114,18.978952,-95.70,22.00,17.00
26/10/2016 18:48:47,69.682114,18.978891,-99.06,22.00,17.00
26/10/2016 18:48:50,69.682106,18.978865,-98.22,22.00,17.00
26/10/2016 18:48:53,69.682106,18.978865,-98.22,21.00,16.00
26/10/2016 18:48:53,69.682106,18.978865,-98.22,22.00,17.00
26/10/2016 18:48:53,69.682106,18.978865,-85.62,21.00,16.00
26/10/2016 18:49:1,69.682083,18.978981,-98.22,22.00,17.00
26/10/2016 18:49:4,69.682076,18.978945,-99.06,22.00,17.00
26/10/2016 18:49:7,69.682091,18.978626,-98.22,21.00,16.00
26/10/2016 18:49:10,69.682098,18.978216,-99.90,21.00,15.00
26/10/2016 18:49:13,69.682098,18.978216,-98.22,22.00,17.00
26/10/2016 18:49:13,69.682098,18.978216,-99.06,22.00,15.00
26/10/2016 18:49:13,69.682098,18.978216,-78.06,22.00,17.00
26/10/2016 18:49:18,69.682098,18.978216,-93.18,22.00,17.00
26/10/2016 18:49:21,69.682098,18.978216,-99.06,22.00,17.00
26/10/2016 18:49:21,69.682098,18.978216,-83.94,22.00,17.00
26/10/2016 18:49:23,69.682098,18.978216,-99.90,22.00,16.00
26/10/2016 18:49:28,69.682098,18.978216,-98.22,22.00,18.00
26/10/2016 18:49:30,69.682098,18.978216,-95.70,22.00,18.00
26/10/2016 18:49:30,69.682098,18.978216,-98.22,22.00,15.00
26/10/2016 18:49:33,69.682098,18.978216,-99.90,22.00,17.00
26/10/2016 18:49:40,69.682098,18.978216,-93.18,22.00,17.00
26/10/2016 18:49:40,69.682098,18.978216,-99.90,21.00,16.00
26/10/2016 18:49:40,69.682098,18.978216,-73.86,22.00,17.00
26/10/2016 18:49:45,69.682098,18.978216,-99.90,22.00,17.00
26/10/2016 18:49:48,69.682098,18.978216,-78.06,22.00,16.00
26/10/2016 18:49:48,69.682098,18.978216,-98.22,22.00,16.00
26/10/2016 18:49:50,69.682098,18.978216,-88.14,22.00,16.00
26/10/2016 18:49:55,69.682098,18.978216,-99.90,21.00,16.00
26/10/2016 18:49:57,69.682098,18.978216,-99.06,22.00,17.00
26/10/2016 18:49:57,69.682098,18.978216,-88.98,21.00,16.00
26/10/2016 18:50:0,69.682098,18.978216,-99.06,21.00,16.00
26/10/2016 18:50:4,69.682098,18.978216,-82.26,21.00,16.00
26/10/2016 18:50:7,69.682098,18.978216,-98.22,22.00,17.00
26/10/2016 18:50:7,69.682098,18.978216,-92.34,21.00,16.00
26/10/2016 18:50:9,69.682098,18.978216,-85.62,22.00,16.00
26/10/2016 18:50:14,69.682098,18.978216,-95.70,22.00,17.00
26/10/2016 18:50:19,69.682098,18.978216,-98.22,22.00,17.00
26/10/2016 18:50:19,69.682098,18.978216,-86.46,21.00,16.00
26/10/2016 18:50:19,69.682098,18.978216,-90.66,22.00,17.00
26/10/2016 18:50:24,69.682098,18.978216,-99.06,22.00,17.00
26/10/2016 18:50:27,69.682098,18.978216,-82.26,21.00,16.00
26/10/2016 18:50:27,69.682098,18.978216,-99.90,22.00,17.00
26/10/2016 18:50:29,69.682098,18.978216,-99.06,22.00,16.00
26/10/2016 18:50:37,69.681931,18.976164,-95.70,22.00,17.00
26/10/2016 18:50:40,69.681839,18.976192,-99.06,22.00,16.00
26/10/2016 18:50:43,69.681763,18.976238,-98.22,21.00,16.00
26/10/2016 18:50:46,69.681694,18.976290,-87.30,21.00,16.00
26/10/2016 18:50:49,69.681648,18.976320,-99.90,21.00,16.00
26/10/2016 18:50:52,69.681618,18.976341,-98.22,22.00,16.00
26/10/2016 18:50:55,69.681587,18.976370,-99.90,21.00,16.00
26/10/2016 18:50:58,69.681572,18.976372,-99.90,22.00,17.00
26/10/2016 18:51:1,69.681557,18.976381,-98.22,22.00,17.00
26/10/2016 18:51:4,69.681549,18.976398,-96.54,21.00,15.00
26/10/2016 18:51:7,69.681541,18.976391,-98.22,22.00,16.00
26/10/2016 18:51:10,69.681541,18.976383,-75.54,22.00,17.00
26/10/2016 18:51:13,69.681526,18.976383,-99.06,21.00,16.00
26/10/2016 18:51:16,69.681503,18.976391,-92.34,22.00,17.00
26/10/2016 18:51:19,69.681488,18.976379,-91.50,21.00,16.00
26/10/2016 18:51:22,69.681465,18.976381,-79.74,22.00,17.00
26/10/2016 18:51:25,69.681458,18.976379,-80.58,22.00,17.00
26/10/2016 18:51:28,69.681450,18.976374,-95.70,22.00,17.00
26/10/2016 18:51:31,69.681435,18.976368,-96.54,22.00,17.00
26/10/2016 18:51:34,69.681419,18.976343,-97.38,22.00,17.00
26/10/2016 18:51:37,69.681396,18.976326,-99.90,22.00,17.00
26/10/2016 18:51:40,69.681404,18.976330,-88.14,22.00,17.00
26/10/2016 18:51:43,69.681412,18.976341,-99.06,22.00,17.00
26/10/2016 18:51:46,69.681396,18.976309,-97.38,22.00,17.00
26/10/2016 18:51:49,69.681396,18.976286,-98.22,22.00,17.00
26/10/2016 18:51:52,69.681404,18.976257,-99.06,21.00,16.00
26/10/2016 18:51:55,69.681404,18.976225,-99.90,22.00,17.00
26/10/2016 18:51:58,69.681427,18.976229,-99.90,22.00,16.00
26/10/2016 18:52:1,69.681435,18.976210,-98.22,21.00,16.00
26/10/2016 18:52:4,69.681465,18.976200,-99.90,22.00,16.00
26/10/2016 18:52:7,69.681465,18.976171,-99.90,22.00,16.00
26/10/2016 18:52:10,69.681465,18.976139,-98.22,22.00,16.00
26/10/2016 18:52:13,69.681465,18.976131,-99.90,22.00,15.00
26/10/2016 18:52:16,69.681450,18.976080,-99.06,22.00,17.00
26/10/2016 18:52:19,69.681458,18.976036,-95.70,22.00,16.00
26/10/2016 18:52:22,69.681473,18.976019,-88.98,22.00,15.00
26/10/2016 18:52:25,69.681473,18.976002,-99.06,22.00,16.00
26/10/2016 18:52:28,69.681458,18.975975,-99.06,22.00,17.00
26/10/2016 18:52:31,69.681465,18.976000,-98.22,21.00,16.00
26/10/2016 18:52:34,69.681473,18.975975,-97.38,22.00,16.00
26/10/2016 18:52:37,69.681488,18.975904,-98.22,34.00,21.00
26/10/2016 18:52:40,69.681503,18.975895,-99.90,22.00,15.00
26/10/2016 18:52:43,69.681526,18.975920,-99.06,22.00,17.00
26/10/2016 18:52:46,69.681503,18.975937,-99.06,21.00,16.00
26/10/2016 18:52:49,69.681503,18.975924,-97.38,22.00,17.00
26/10/2016 18:52:52,69.681511,18.975910,-99.90,21.00,16.00
26/10/2016 18:52:55,69.681519,18.975904,-98.22,22.00,17.00
26/10/2016 18:52:58,69.681526,18.975891,-99.90,22.00,17.00
26/10/2016 18:53:1,69.681526,18.975908,-95.70,22.00,17.00
26/10/2016 18:53:4,69.681534,18.975924,-97.38,21.00,16.00
26/10/2016 18:53:7,69.681534,18.975933,-98.22,22.00,16.00
26/10/2016 18:53:10,69.681534,18.975943,-97.38,21.00,16.00
26/10/2016 18:53:13,69.681526,18.975943,-97.38,21.00,16.00
26/10/2016 18:53:16,69.681534,18.975956,-99.06,22.00,17.00
26/10/2016 18:53:19,69.681534,18.975943,-99.90,22.00,16.00
26/10/2016 18:53:22,69.681534,18.975983,-99.90,22.00,17.00
26/10/2016 18:53:25,69.681541,18.975990,-97.38,22.00,16.00
26/10/2016 18:53:28,69.681534,18.976002,-99.06,22.00,17.00
26/10/2016 18:53:31,69.681534,18.976007,-99.90,21.00,16.00
26/10/2016 18:53:34,69.681526,18.976034,-98.22,22.00,17.00
26/10/2016 18:53:37,69.681526,18.976053,-99.90,22.00,17.00
26/10/2016 18:53:40,69.681511,18.976109,-98.22,22.00,17.00
26/10/2016 18:53:43,69.681511,18.976139,-98.22,21.00,16.00
26/10/2016 18:53:46,69.681503,18.976152,-99.90,22.00,17.00
26/10/2016 18:53:49,69.681496,18.976179,-99.06,21.00,16.00
26/10/2016 18:53:52,69.681488,18.976187,-98.22,22.00,17.00
26/10/2016 18:53:55,69.681488,18.976213,-98.22,22.00,18.00
26/10/2016 18:53:58,69.681458,18.976261,-99.06,22.00,17.00
26/10/2016 18:54:1,69.681450,18.976274,-99.06,22.00,18.00
26/10/2016 18:54:4,69.681442,18.976278,-98.22,22.00,17.00
26/10/2016 18:54:7,69.681458,18.976244,-99.06,22.00,17.00
26/10/2016 18:54:10,69.681488,18.976177,-78.06,22.00,17.00
26/10/2016 18:54:13,69.681488,18.976168,-99.06,22.00,17.00
26/10/2016 18:54:16,69.681511,18.976130,-98.22,22.00,17.00
26/10/2016 18:54:19,69.681503,18.976091,-98.22,22.00,17.00
26/10/2016 18:54:22,69.681549,18.976070,-99.06,22.00,17.00
26/10/2016 18:54:25,69.681549,18.976065,-80.58,22.00,17.00
26/10/2016 18:54:28,69.681534,18.976078,-74.70,22.00,17.00
26/10/2016 18:54:31,69.681534,18.976084,-99.06,22.00,17.00
26/10/2016 18:54:34,69.681526,18.976049,-99.06,22.00,17.00
26/10/2016 18:54:37,69.681511,18.976028,-99.06,22.00,17.00
26/10/2016 18:54:40,69.681496,18.976049,-97.38,22.00,17.00
26/10/2016 18:54:43,69.681511,18.976078,-98.22,22.00,17.00
26/10/2016 18:54:46,69.681519,18.976080,-99.90,22.00,17.00
26/10/2016 18:54:49,69.681519,18.976055,-96.54,22.00,17.00
26/10/2016 18:54:52,69.681526,18.976059,-90.66,21.00,16.00
26/10/2016 18:54:55,69.681541,18.976072,-98.22,22.00,17.00
26/10/2016 18:54:58,69.681549,18.976089,-97.38,22.00,18.00
26/10/2016 18:55:1,69.681557,18.976080,-95.70,22.00,16.00
26/10/2016 18:55:4,69.681572,18.976055,-83.94,22.00,17.00
26/10/2016 18:55:7,69.681572,18.976057,-95.70,22.00,17.00
26/10/2016 18:55:10,69.681580,18.976051,-98.22,22.00,17.00
26/10/2016 18:55:13,69.681580,18.976051,-99.06,21.00,16.00
26/10/2016 18:55:16,69.681580,18.976059,-86.46,22.00,17.00
26/10/2016 18:55:19,69.681580,18.976072,-84.78,22.00,16.00
26/10/2016 18:55:22,69.681587,18.976072,-93.18,22.00,17.00
26/10/2016 18:55:25,69.681587,18.976072,-88.14,21.00,16.00
26/10/2016 18:55:28,69.681595,18.976072,-99.06,22.00,17.00
26/10/2016 18:55:31,69.681595,18.976061,-99.06,22.00,16.00
26/10/2016 18:55:34,69.681587,18.976061,-98.22,22.00,16.00
26/10/2016 18:55:37,69.681580,18.976059,-99.06,22.00,17.00
26/10/2016 18:55:40,69.681587,18.976048,-99.06,22.00,17.00
26/10/2016 18:55:43,69.681587,18.976057,-99.90,22.00,17.00
26/10/2016 18:55:46,69.681580,18.976063,-98.22,22.00,17.00
26/10/2016 18:55:49,69.681580,18.976080,-98.22,22.00,16.00
26/10/2016 18:55:52,69.681580,18.976095,-97.38,22.00,17.00
26/10/2016 18:55:55,69.681580,18.976107,-98.22,22.00,17.00
26/10/2016 18:55:58,69.681572,18.976118,-99.06,22.00,17.00
26/10/2016 18:56:1,69.681572,18.976131,-98.22,22.00,17.00
26/10/2016 18:56:4,69.681580,18.976080,-95.70,22.00,17.00
26/10/2016 18:56:7,69.681625,18.976011,-99.06,22.00,17.00
26/10/2016 18:56:10,69.681656,18.975954,-98.22,22.00,17.00
26/10/2016 18:56:13,69.681686,18.975924,-66.31,22.00,17.00
26/10/2016 18:56:16,69.681694,18.975887,-78.06,22.00,17.00
26/10/2016 18:56:19,69.681709,18.975878,-99.06,22.00,16.00
26/10/2016 18:56:22,69.681709,18.975910,-98.22,22.00,17.00
26/10/2016 18:56:25,69.681694,18.975965,-98.22,21.00,16.00
26/10/2016 18:56:28,69.681679,18.976009,-99.06,21.00,16.00
26/10/2016 18:56:31,69.681664,18.976042,-98.22,22.00,15.00
26/10/2016 18:56:34,69.681656,18.976067,-99.06,22.00,17.00
26/10/2016 18:56:37,69.681648,18.976091,-98.22,22.00,16.00
26/10/2016 18:56:40,69.681641,18.976120,-99.06,22.00,15.00
26/10/2016 18:56:43,69.681633,18.976126,-99.06,22.00,17.00
26/10/2016 18:56:46,69.681625,18.976139,-98.22,22.00,17.00
26/10/2016 18:56:49,69.681633,18.976162,-98.22,21.00,16.00
26/10/2016 18:56:52,69.681633,18.976168,-99.90,22.00,17.00
26/10/2016 18:56:55,69.681633,18.976200,-92.34,22.00,17.00
26/10/2016 18:56:58,69.681633,18.976225,-99.06,22.00,16.00
26/10/2016 18:57:1,69.681625,18.976231,-94.86,22.00,16.00
26/10/2016 18:57:4,69.681625,18.976238,-98.22,22.00,17.00
26/10/2016 18:57:7,69.681625,18.976250,-95.70,21.00,15.00
26/10/2016 18:57:10,69.681633,18.976265,-99.06,22.00,17.00
26/10/2016 18:57:13,69.681641,18.976269,-99.06,22.00,17.00
26/10/2016 18:57:16,69.681633,18.976271,-99.06,22.00,17.00
26/10/2016 18:57:19,69.681625,18.976254,-99.90,22.00,17.00
26/10/2016 18:57:22,69.681618,18.976259,-99.90,22.00,17.00
26/10/2016 18:57:25,69.681618,18.976263,-99.06,22.00,17.00
26/10/2016 18:57:28,69.681602,18.976267,-98.22,22.00,17.00
26/10/2016 18:57:31,69.681602,18.976265,-93.18,21.00,16.00
26/10/2016 18:57:34,69.681595,18.976254,-97.38,22.00,15.00
26/10/2016 18:57:37,69.681587,18.976240,-99.06,22.00,17.00
26/10/2016 18:57:40,69.681572,18.976231,-85.62,21.00,15.00
26/10/2016 18:57:43,69.681557,18.976208,-99.90,22.00,17.00
26/10/2016 18:57:46,69.681549,18.976212,-99.06,21.00,15.00
26/10/2016 18:57:49,69.681549,18.976225,-99.06,22.00,17.00
26/10/2016 18:57:52,69.681534,18.976208,-95.70,21.00,16.00
26/10/2016 18:57:55,69.681526,18.976217,-98.22,21.00,16.00
26/10/2016 18:57:58,69.681519,18.976212,-99.90,22.00,16.00
26/10/2016 18:58:1,69.681526,18.976246,-99.06,22.00,17.00
26/10/2016 18:58:4,69.681519,18.976276,-83.94,22.00,17.00
26/10/2016 18:58:7,69.681511,18.976301,-98.22,22.00,17.00
26/10/2016 18:58:10,69.681511,18.976364,-99.90,22.00,17.00
26/10/2016 18:58:13,69.681519,18.976412,-95.70,22.00,17.00
26/10/2016 18:58:16,69.681519,18.976416,-98.22,22.00,17.00
26/10/2016 18:58:19,69.681496,18.976400,-93.18,22.00,17.00
26/10/2016 18:58:22,69.681488,18.976408,-99.06,22.00,17.00
26/10/2016 18:58:25,69.681480,18.976397,-98.22,22.00,17.00
26/10/2016 18:58:28,69.681480,18.976414,-97.38,22.00,17.00
26/10/2016 18:58:31,69.681480,18.976431,-96.54,22.00,17.00
26/10/2016 18:58:34,69.681473,18.976448,-99.06,22.00,17.00
26/10/2016 18:58:37,69.681473,18.976444,-99.06,22.00,17.00
26/10/2016 18:58:40,69.681473,18.976433,-99.06,22.00,15.00
26/10/2016 18:58:43,69.681496,18.976419,-98.22,22.00,17.00
26/10/2016 18:58:46,69.681503,18.976437,-73.86,22.00,17.00
26/10/2016 18:58:49,69.681511,18.976419,-88.98,22.00,15.00
26/10/2016 18:58:52,69.681511,18.976423,-99.06,22.00,17.00
26/10/2016 18:58:55,69.681519,18.976421,-99.90,22.00,17.00
26/10/2016 18:58:58,69.681526,18.976398,-89.82,22.00,16.00
26/10/2016 18:59:1,69.681519,18.976381,-99.06,22.00,17.00
26/10/2016 18:59:4,69.681519,18.976374,-98.22,22.00,17.00
26/10/2016 18:59:7,69.681519,18.976358,-99.90,22.00,15.00
26/10/2016 18:59:10,69.681519,18.976343,-71.35,22.00,17.00
26/10/2016 18:59:13,69.681519,18.976324,-72.19,22.00,17.00
26/10/2016 18:59:16,69.681511,18.976320,-98.22,22.00,15.00
26/10/2016 18:59:19,69.681511,18.976305,-99.06,22.00,17.00
26/10/2016 18:59:22,69.681526,18.976301,-99.90,21.00,15.00
26/10/2016 18:59:25,69.681526,18.976292,-99.06,21.00,15.00
26/10/2016 18:59:28,69.681526,18.976276,-88.98,22.00,17.00
26/10/2016 18:59:31,69.681534,18.976271,-98.22,22.00,17.00
26/10/2016 18:59:34,69.681526,18.976305,-98.22,22.00,17.00
26/10/2016 18:59:37,69.681526,18.976318,-99.90,21.00,16.00
26/10/2016 18:59:40,69.681526,18.976324,-98.22,22.00,17.00
26/10/2016 18:59:43,69.681526,18.976328,-98.22,22.00,17.00
26/10/2016 18:59:46,69.681526,18.976339,-95.70,22.00,17.00
26/10/2016 18:59:49,69.681549,18.976318,-62.95,22.00,15.00
26/10/2016 18:59:52,69.681541,18.976316,-98.22,22.00,17.00
26/10/2016 18:59:55,69.681557,18.976294,-99.90,21.00,15.00
26/10/2016 18:59:58,69.681557,18.976313,-99.90,21.00,16.00
26/10/2016 19:0:1,69.681557,18.976307,-98.22,22.00,15.00
26/10/2016 19:0:4,69.681564,18.976316,-89.82,22.00,17.00
26/10/2016 19:0:7,69.681557,18.976330,-99.90,22.00,17.00
26/10/2016 19:0:10,69.681572,18.976358,-99.06,22.00,17.00
26/10/2016 19:0:13,69.681580,18.976339,-99.06,22.00,17.00
26/10/2016 19:0:16,69.681580,18.976341,-99.90,22.00,17.00
26/10/2016 19:0:19,69.681587,18.976353,-89.82,22.00,17.00
26/10/2016 19:0:22,69.681595,18.976366,-98.22,22.00,17.00
26/10/2016 19:0:25,69.681610,18.976374,-86.46,22.00,17.00
26/10/2016 19:0:28,69.681602,18.976387,-98.22,22.00,15.00
26/10/2016 19:0:31,69.681595,18.976431,-98.22,22.00,17.00
26/10/2016 19:0:34,69.681587,18.976448,-97.38,21.00,16.00
26/10/2016 19:0:37,69.681602,18.976484,-88.14,21.00,16.00
26/10/2016 19:0:40,69.681610,18.976437,-87.30,21.00,15.00
26/10/2016 19:0:43,69.681610,18.976414,-98.22,22.00,17.00
26/10/2016 19:0:46,69.681610,18.976444,-98.22,22.00,17.00
26/10/2016 19:0:49,69.681610,18.976412,-98.22,22.00,17.00
26/10/2016 19:0:52,69.681610,18.976410,-95.70,22.00,17.00
26/10/2016 19:0:55,69.681595,18.976431,-99.90,22.00,17.00
26/10/2016 19:0:58,69.681587,18.976469,-99.90,22.00,17.00
26/10/2016 19:1:1,69.681580,18.976500,-98.22,22.00,17.00
26/10/2016 19:1:4,69.681572,18.976490,-99.06,22.00,17.00
26/10/2016 19:1:7,69.681572,18.976471,-88.14,22.00,17.00
26/10/2016 19:1:10,69.681580,18.976501,-99.90,22.00,17.00
26/10/2016 19:1:13,69.681587,18.976463,-91.50,22.00,17.00
26/10/2016 19:1:16,69.681602,18.976467,-55.39,22.00,17.00
26/10/2016 19:1:19,69.681602,18.976480,-99.06,22.00,17.00
26/10/2016 19:1:22,69.681595,18.976503,-88.98,22.00,17.00
26/10/2016 19:1:25,69.681610,18.976501,-96.54,22.00,17.00
26/10/2016 19:1:28,69.681610,18.976503,-99.06,21.00,15.00
26/10/2016 19:1:31,69.681610,18.976461,-99.06,22.00,17.00
26/10/2016 19:1:34,69.681618,18.976471,-98.22,22.00,17.00
26/10/2016 19:1:37,69.681618,18.976477,-96.54,22.00,17.00
26/10/2016 19:1:40,69.681602,18.976469,-97.38,22.00,17.00
26/10/2016 19:1:43,69.681610,18.976444,-82.26,22.00,17.00
26/10/2016 19:1:46,69.681610,18.976427,-94.86,22.00,15.00
26/10/2016 19:1:49,69.681610,18.976433,-98.22,22.00,17.00
26/10/2016 19:1:52,69.681610,18.976433,-97.38,21.00,16.00
26/10/2016 19:1:55,69.681602,18.976433,-84.78,22.00,15.00
26/10/2016 19:1:58,69.681602,18.976418,-99.06,22.00,17.00
26/10/2016 19:2:1,69.681602,18.976416,-98.22,22.00,17.00
26/10/2016 19:2:4,69.681602,18.976408,-98.22,22.00,16.00
26/10/2016 19:2:7,69.681602,18.976391,-99.90,22.00,15.00
26/10/2016 19:2:10,69.681602,18.976370,-97.38,22.00,15.00
26/10/2016 19:2:13,69.681602,18.976368,-98.22,22.00,17.00
26/10/2016 19:2:16,69.681602,18.976400,-99.90,22.00,17.00
26/10/2016 19:2:19,69.681602,18.976381,-99.06,22.00,16.00
26/10/2016 19:2:22,69.681602,18.976387,-99.90,22.00,15.00
26/10/2016 19:2:25,69.681610,18.976421,-99.06,22.00,17.00
26/10/2016 19:2:28,69.681610,18.976444,-93.18,22.00,15.00
26/10/2016 19:2:31,69.681618,18.976480,-99.90,22.00,17.00
26/10/2016 19:2:34,69.681610,18.976479,-99.06,22.00,17.00
26/10/2016 19:2:37,69.681618,18.976492,-97.38,22.00,17.00
26/10/2016 19:2:40,69.681625,18.976461,-99.06,21.00,16.00
26/10/2016 19:2:43,69.681633,18.976488,-93.18,21.00,15.00
26/10/2016 19:2:46,69.681625,18.976490,-98.22,22.00,15.00
26/10/2016 19:2:49,69.681633,18.976521,-98.22,21.00,15.00
26/10/2016 19:2:52,69.681625,18.976545,-99.90,22.00,17.00
26/10/2016 19:2:55,69.681618,18.976538,-97.38,35.00,20.00
26/10/2016 19:2:58,69.681610,18.976563,-99.06,22.00,17.00
26/10/2016 19:3:1,69.681610,18.976582,-98.22,21.00,15.00
26/10/2016 19:3:4,69.681610,18.976601,-98.22,22.00,17.00
26/10/2016 19:3:7,69.681602,18.976608,-95.70,22.00,15.00
26/10/2016 19:3:10,69.681618,18.976612,-99.06,22.00,17.00
26/10/2016 19:3:13,69.681618,18.976616,-79.74,22.00,17.00
26/10/2016 19:3:16,69.681618,18.976622,-96.54,21.00,15.00
26/10/2016 19:3:19,69.681602,18.976610,-99.06,22.00,17.00
26/10/2016 19:3:22,69.681595,18.976616,-98.22,21.00,15.00
26/10/2016 19:3:25,69.681587,18.976627,-99.06,22.00,17.00
26/10/2016 19:3:28,69.681587,18.976625,-99.90,22.00,17.00
26/10/2016 19:3:31,69.681595,18.976595,-98.22,22.00,17.00
26/10/2016 19:3:34,69.681595,18.976568,-95.70,22.00,17.00
26/10/2016 19:3:37,69.681602,18.976549,-83.94,22.00,17.00
26/10/2016 19:3:40,69.681595,18.976513,-95.70,22.00,17.00
26/10/2016 19:3:43,69.681587,18.976486,-99.06,22.00,17.00
26/10/2016 19:3:46,69.681587,18.976473,-99.90,21.00,15.00
26/10/2016 19:3:49,69.681587,18.976461,-99.90,22.00,17.00
26/10/2016 19:3:52,69.681595,18.976492,-99.06,22.00,17.00
26/10/2016 19:3:55,69.681610,18.976507,-92.34,22.00,16.00
26/10/2016 19:3:58,69.681625,18.976532,-98.22,22.00,17.00
26/10/2016 19:4:1,69.681633,18.976511,-99.90,22.00,17.00
26/10/2016 19:4:4,69.681641,18.976505,-88.14,22.00,17.00
26/10/2016 19:4:7,69.681656,18.976490,-95.70,22.00,16.00
26/10/2016 19:4:10,69.681664,18.976480,-99.90,22.00,17.00
26/10/2016 19:4:13,69.681656,18.976463,-99.90,22.00,15.00
26/10/2016 19:4:16,69.681671,18.976465,-96.54,22.00,17.00
26/10/2016 19:4:19,69.681664,18.976448,-99.06,22.00,17.00
26/10/2016 19:4:22,69.681664,18.976482,-99.06,22.00,17.00
26/10/2016 19:4:25,69.681648,18.976479,-99.06,22.00,17.00
26/10/2016 19:4:28,69.681656,18.976484,-99.90,22.00,17.00
26/10/2016 19:4:31,69.681641,18.976463,-96.54,22.00,16.00
26/10/2016 19:4:34,69.681641,18.976435,-99.90,22.00,17.00
26/10/2016 19:4:37,69.681633,18.976418,-91.50,22.00,15.00
26/10/2016 19:4:40,69.681641,18.976427,-99.90,21.00,15.00
26/10/2016 19:4:43,69.681648,18.976433,-98.22,22.00,15.00
26/10/2016 19:4:46,69.681648,18.976406,-99.06,21.00,15.00
26/10/2016 19:4:49,69.681656,18.976398,-98.22,22.00,17.00
26/10/2016 19:4:52,69.681664,18.976395,-96.54,22.00,17.00
26/10/2016 19:4:55,69.681679,18.976397,-94.02,22.00,17.00
26/10/2016 19:4:58,69.681671,18.976381,-98.22,22.00,17.00
26/10/2016 19:5:1,69.681664,18.976383,-83.10,21.00,16.00
26/10/2016 19:5:4,69.681664,18.976385,-99.90,22.00,15.00
26/10/2016 19:5:7,69.681679,18.976383,-94.86,22.00,17.00
26/10/2016 19:5:10,69.681664,18.976364,-98.22,22.00,17.00
26/10/2016 19:5:13,69.681656,18.976357,-97.38,21.00,16.00
26/10/2016 19:5:16,69.681648,18.976355,-93.18,21.00,16.00
26/10/2016 19:5:19,69.681641,18.976343,-99.90,22.00,17.00
26/10/2016 19:5:22,69.681625,18.976334,-88.98,22.00,17.00
26/10/2016 19:5:25,69.681618,18.976334,-99.06,22.00,17.00
26/10/2016 19:5:28,69.681610,18.976332,-99.06,21.00,15.00
26/10/2016 19:5:31,69.681618,18.976334,-99.90,22.00,17.00
26/10/2016 19:5:34,69.681625,18.976345,-97.38,21.00,16.00
26/10/2016 19:5:37,69.681625,18.976334,-80.58,21.00,15.00
26/10/2016 19:5:40,69.681625,18.976320,-99.06,22.00,17.00
26/10/2016 19:5:43,69.681625,18.976307,-98.22,22.00,17.00
26/10/2016 19:5:46,69.681633,18.976299,-99.06,22.00,17.00
26/10/2016 19:5:49,69.681633,18.976280,-99.90,21.00,15.00
26/10/2016 19:5:52,69.681625,18.976255,-99.06,22.00,17.00
26/10/2016 19:5:55,69.681610,18.976236,-95.70,21.00,16.00
26/10/2016 19:5:58,69.681610,18.976204,-99.90,21.00,16.00
26/10/2016 19:6:1,69.681610,18.976170,-99.06,21.00,16.00
26/10/2016 19:6:4,69.681496,18.976091,-99.90,22.00,17.00
26/10/2016 19:6:7,69.681442,18.976082,-78.06,21.00,16.00
26/10/2016 19:6:10,69.681404,18.976059,-99.06,22.00,17.00
26/10/2016 19:6:13,69.681442,18.976082,-99.90,22.00,17.00
26/10/2016 19:6:16,69.681480,18.976093,-99.06,22.00,15.00
26/10/2016 19:6:19,69.681519,18.976122,-79.74,22.00,17.00
26/10/2016 19:6:22,69.681534,18.976131,-98.22,22.00,17.00
26/10/2016 19:6:25,69.681541,18.976139,-94.86,22.00,16.00
26/10/2016 19:6:28,69.681572,18.976151,-94.86,22.00,17.00
26/10/2016 19:6:31,69.681595,18.976162,-97.38,22.00,17.00
26/10/2016 19:6:34,69.681618,18.976179,-98.22,22.00,17.00
26/10/2016 19:6:37,69.681625,18.976181,-98.22,22.00,17.00
26/10/2016 19:6:40,69.681664,18.976198,-99.90,22.00,16.00
26/10/2016 19:6:43,69.681671,18.976219,-99.90,22.00,16.00
26/10/2016 19:6:46,69.681664,18.976206,-91.50,22.00,15.00
26/10/2016 19:6:49,69.681656,18.976210,-99.06,22.00,15.00
26/10/2016 19:6:52,69.681671,18.976225,-98.22,22.00,15.00
26/10/2016 19:6:55,69.681671,18.976257,-94.86,22.00,17.00
26/10/2016 19:6:58,69.681694,18.976280,-94.02,22.00,16.00
26/10/2016 19:7:1,69.681725,18.976315,-99.90,36.00,20.00
26/10/2016 19:7:4,69.681747,18.976336,-77.22,22.00,17.00
26/10/2016 19:7:7,69.681694,18.976324,-97.38,22.00,17.00
26/10/2016 19:7:10,69.681709,18.976313,-95.70,22.00,17.00
26/10/2016 19:7:13,69.681709,18.976324,-99.06,22.00,15.00
26/10/2016 19:7:16,69.681709,18.976328,-99.06,22.00,17.00
26/10/2016 19:7:19,69.681671,18.976328,-98.22,22.00,15.00
26/10/2016 19:7:22,69.681694,18.976341,-99.06,22.00,17.00
26/10/2016 19:7:25,69.681725,18.976374,-95.70,22.00,17.00
26/10/2016 19:7:28,69.681694,18.976370,-88.98,22.00,15.00
26/10/2016 19:7:31,69.681694,18.976389,-78.06,22.00,17.00
26/10/2016 19:7:34,69.681679,18.976383,-99.06,22.00,17.00
26/10/2016 19:7:37,69.681709,18.976408,-98.22,21.00,16.00
26/10/2016 19:7:40,69.681702,18.976423,-98.22,22.00,17.00
